candidate,phrase,type,post_count,example_1,example_2,example_3
Trump,#trumpuniversity,hashtag,3,"Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList"
Trump,#trumpwilllose2024,hashtag,3,#HarrisWalz #MichaelBloomberg #KamalaBringsUsJoy #NeverAgainTrump #VoteBlue #TrumpWillLose2024 #NoRepublicansEverAgain #USPol,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump
Trump,#trumpyardsale,hashtag,3,"Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList"
Trump,#veteransagainsttrump,hashtag,3,"Veterans AGAINST Trump!
#VeteransAgainstTrump","Veterans AGAINST Trump!
#VeteransAgainstTrump","I JUST HAPPEN to be a
""Retired Career Military Veteran""
TOO!
#VeteransAgainstTrump"
Trump,#vicepresidenttrump,hashtag,3,"Can we please start calling Trump 'Vice President' (elect) ? 
Since Musk is the one pulling the strings? 
And boy will he get mad if he sees it. 

#VicePresidentTrump","Hey I don't think Trump would be upset at all if we started calling him Vice President Trump, right?

#VicePresidentTrump","Hey I don't think Trump would be upset at all if we started calling him Vice President Trump, right?

#VicePresidentTrump"
Trump,#weirdtrump,hashtag,3,#KamalaHarris4President2024 #WeirdTrump #Republicans,#KamalaHarris  to make unexpected campaign stop in #Texas in the clearest sign yet that she is making  #abortion and #ReproductiveRights a central part of her closing pitch to  voters https://anonymous via @anonymous #DonaldTrump #OldTrump #WeirdTrump #Republicans,#KamalaHarris4President2024 #WeirdTrump #Republicans
BOTH,#nevertrumpneverharris,hashtag,2,"#NeverTrumpNeverHarris 

#DropTheDuopoly #Vote3rdParty 

I will #VoteGreen 💚 #SteinWare2024 JillStein2024.com","#NeverTrumpNeverHarris 

#DropTheDuopoly #Vote3rdParty 

I will #VoteGreen 💚 #SteinWare2024 JillStein2024.com",
BOTH,#trumpharrisdebate,hashtag,2,"On air in around 15 minutes w @anonymous to analyze hands-down victory for #KamalaHarris in #TrumpHarrisDebate 

*#Trump exceeds even my expectation for rambling, incoherence, and lies

*Harris exceeds even my expectations for solid, composed performance

https://anonymous","EA on International Outlets: #KamalaHarris Wins, #DonaldTrump Loses It, #TaylorSwift Endorses, and Immigrants Really Don’t Eat Your Pets

https://anonymous

#TrumpHarrisDebate #USElection2024",
Harris,#abandonharris,hashtag,2,"Please don’t try to pitch me on your candidate if they actively support the genocide of the Palestinian people. This is an easy one, folks. 

#kamalaharris #abandonharris #harris #palestine #ceasefire #freepalestine

abandonbiden24.com","Kamala Harris believes that Joe Biden did everything right and that Black Men think with their dicks...
#AbandonHarris #AbandonKamala",
Harris,#dontblamemeivotedforkamala,hashtag,2,"My answer to these headlines?  
The Trump Effect #FAFO #BuyersRemorse #DontBlameMeIVotedForKamala","My answer to these headlines?  
The Trump Effect #FAFO #BuyersRemorse #DontBlameMeIVotedForKamala",
Harris,#harris2028,hashtag,2,"I have started to talk to people about 2028 and Harris again! I am fully behind her as a future candidate. If Trump came tin three times, well he’ll do can she!  She has the recognition. We have her story, we’ll see how Trump destroys this country and again a Democrat will fix it! #Harris2028","I have started to talk to people about 2028 and Harris again! I am fully behind her as a future candidate. If Trump came tin three times, well he’ll do can she!  She has the recognition. We have her story, we’ll see how Trump destroys this country and again a Democrat will fix it! #Harris2028",
Harris,#harris24,hashtag,2,"#VoteBlue 💙
#HarrisWalz24
#HARRIS24
💙👑","#VoteBlue 💙
#HarrisWalz24
#HARRIS24
💙👑",
Harris,#harrisforpotus,hashtag,2,#HarrisForPOTUS #Harris2024,#HarrisForPOTUS #Harris2024,
Harris,#harrisforthepeople,hashtag,2,"Ain't gonna put up with Elon Musk and his Trumpist fascist bullshit anymore!

#HarrisForThePeople #USElelctions #TrumpForPrison

https://anonymous","Vote #HarrisForThePeople! Say no to greedy oligarchs and rapists!

https://anonymous",
Harris,#harrisonford,hashtag,2,"Harrison Ford Endorses Kamala Harris

https://anonymous

#HarrisonFord #KamalaHarris #endorsement #election #politics #USpol","
AMERICA  MUST  NOT  VOTE  FOR  A  WANNABE  DICTATOR 

#HarrisonFord #Trump #StarWars   #Fascism #MAGA #Harris",
Harris,#harrisyardsigns,hashtag,2,"Anyone else leaving their Harris/Walz yard signs up? When democracy hits the fan in a couple of months, I want people around here to know we didn't vote for that asshole or his agenda. 
#Kamala #Harrisyardsigns #NotMyPresident","Anyone else leaving their Harris/Walz yard signs up? When democracy hits the fan in a couple of months, I want people around here to know we didn't vote for that asshole or his agenda. 
#Kamala #Harrisyardsigns #NotMyPresident",
Harris,#jesuiskamala,hashtag,2,"Yep. Me, too.

#JeSuisKamala","Yep. Me, too.

#JeSuisKamala",
Harris,#kamalaismypresident,hashtag,2,#KamalaIsMyPresident 🇺🇸,#KamalaIsMyPresident 🇺🇸,
Harris,#kamalakrash,hashtag,2,Worst #KamalaKrash ever,This #KamalaKrash is confusing,
Harris,#kamalaloser,hashtag,2,"Pedocrats plan to elect new party leader days after Trump takes office. The left is decaying and disappearing. Face it, leftists!. https://anonymous  #BlueHell #Pedocrats #TrumpWinner #KamalaLoser #PedocratParty #TrenDeAragua","Pedocrats plan to elect new party leader days after Trump takes office. The left is decaying and disappearing. Face it, leftists!. https://anonymous  #BlueHell #Pedocrats #TrumpWinner #KamalaLoser #PedocratParty #TrenDeAragua",
Harris,#kamalawalz2024,hashtag,2,"It's Democracy over Dictatorship, if this Bigot & Racist, gets elected, this country with be like #northkorea/russia..Don't be a Fool. #KamalaWalz2024🇺🇲💙🌊🇵🇷","Signed, sealed, and will be dropped off at a dropbox tomorrow. #KamalaWalz2024",
Harris,#kammalaharris4president,hashtag,2,"#NeverTrump
#KammalaHarris4President","#NeverTrump
#KammalaHarris4President",
Harris,#presidentkamalaharris,hashtag,2,#PresidentKamalaHarris,VP Kamala Harris will not be disrespected by hecklers! #IamSpeaking #PresidentKamalaHarris https://anonymous,
Harris,#swifties4kamala,hashtag,2,#Trump2024 #project25 #DOGE #Kamalawalz #Kamala #TamponTimmy #swifties4kamala #Gaysforpalestine #AOC #JDVance #JDVance2028 #DNC #Trans,#Trump2024 #project25 #DOGE #Kamalawalz #Kamala #TamponTimmy #swifties4kamala #Gaysforpalestine #AOC #JDVance #JDVance2028 #DNC #Trans,
Harris,#thankyoukamala,hashtag,2,VP Kamala Harris received a warm welcome from hundreds of staffers upon arriving at the White House for the first time since Election Day. Just as she deserves! 🫡 👏🏾 👏🏾 #ThankYouKamala,VP Kamala Harris received a warm welcome from hundreds of staffers upon arriving at the White House for the first time since Election Day. Just as she deserves! 🫡 👏🏾 👏🏾 #ThankYouKamala,
Harris,#votekamala2024,hashtag,2,"Good Morning Blue Friends ☀️💙

I’m with Kamala all the way!! 

Are you ? 

#VoteKamala2024 

🌊🌊🌊🌊🌊🌊🌊🌊🌊","#VoteKamala2024 🗳🌊🇺🇸
Then (2016)...",
Harris,#votekamalaharris,hashtag,2,"Spread this far and wide!
Same day voter registration states: 
#VoteKamalaHarris","Spread this far and wide!
Same day voter registration states: 
#VoteKamalaHarris",
Harris,#vpkamalaharris,hashtag,2,"Big sister #VPKamalaHarris 
Great-Aunt #KamalaHarris
Down time with the kiddos.","
SO tired of people mispronouncing Kamala's name (clearly intentional by some).

Love this merch!

( 📷: @anonymous on TikTok https://anonymous )

#KamalaHarris
#VPKamalaHarris
#KamalaHarrisforPresident",
Trump,#arresttrump,hashtag,2,#WhereIsDarkBrandon with his #AbsoluteImmunity? The #SCOTUSMadeYouKing! #ArrestTrump #DeportMusk #DeportThiel! #EndPutin,"From now on I will refer to Trump as Dongo. 

#ArrestTrump",
Trump,#convictedfelontrump,hashtag,2,I thought maybe someone would like to see this. #ConvictedFelontRUMP,"""trump is fascist to the core"" - Michelle Obama
Turn up the volume and pay on loop!

#ConvictedFelonTrump
#NeverMyPresident
#NaziMusk
#BoycottTesla",
Trump,#dangerousdonald,hashtag,2,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,
Trump,#declassifytrump,hashtag,2,#Swifties Taylor did a lot of good when she endorsed Kamala and Tim with her kitty 🐱 Tell her to write her congress people to support them and let them know WE THE PEOPLE support them too! We ALL need to tell them to stand up and #DeclassifyTrump Thank you 💙🌊,"I'm back on 2 things before January:  Biden should resign to let Harris be the first woman to ascend to office.  What a gift to America, to have a female president, before we lose democracy. And he should declassify the Trump/Putin files.

#DeclassifyTrump 
#ResignAndLetHarrisBe47",
Trump,#defeattrump,hashtag,2,Kamala closing argument speech tonight. Let's elect Harris next Tuesday.  #HarrisWalz2024 #YesWeKam #Harris47 #DefeatTrump,"I've said it once and I'll say it again, if it wasn't about Gender then why else was @anonymous able to do what @anonymous and @anonymous COULDN'T? #DefeatTrump 🤔 I'll wait!",
Trump,#donaldarlingtontrump,hashtag,2,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,
Trump,#donaldjtrump,hashtag,2,"Trump plan will create billion dollar 💲 bill!

#DonaldTrump #TomHoman #MassDeportation #USA #America #Migrants #IllegalImmigrants #Migration #AsylumSeekers #Mexico #Border #Trump #POTUS #maga #donaldjtrump #republican #politics #makeamericagreatagain #trumptrain","Seems 🤔 God decided the Democrats should lose⁉️

#DonaldTrump #TomHoman #MassDeportation #USA #America #Migrants #IllegalImmigrants #Migration #AsylumSeekers #Mexico #Border #Trump #POTUS #maga #donaldjtrump #republican #politics #makeamericagreatagain #trumptrain",
Trump,#donaldtrumptreason,hashtag,2,#DonaldTrumpTreason,#DonaldTrumpTreason,
Trump,#fightagainsttrumpcabinet,hashtag,2,#FightAgainstTrumpCabinet,#FightAgainstTrumpCabinet,
Trump,#fucktrumpsupporters,hashtag,2,"Admittedly, I’ve fallen way off course from my attempt at civil discourse.
I blame the brainless cowards at MSNBC and the inbred garbage morons who voted for trump.

But I am working on it.
#FuckCivilDiscourse
#FuckTrumpSupporters
#FuckMSNBC (except Lawrence who didn’t push Biden out)","Admittedly, I’ve fallen way off course from my attempt at civil discourse.
I blame the brainless cowards at MSNBC and the inbred garbage morons who voted for trump.

But I am working on it.
#FuckCivilDiscourse
#FuckTrumpSupporters
#FuckMSNBC (except Lawrence who didn’t push Biden out)",
Trump,#ihatedonaldtrump,hashtag,2,#IHateDonaldTrump,#IHateDonaldTrump,
Trump,#melaniatrump,hashtag,2,"Melania Trump boycotts tea invitation from Jill Biden while husbands meet
yespunjab.com?p=60344

#MelaniaTrump #JillBiden #WhiteHouseMeeting #DonaldTrump #JoeBiden #FirstLadies #WhiteHouse","Melania Trump boycotts tea invitation from Jill Biden while husbands meet
yespunjab.com?p=60344

#MelaniaTrump #JillBiden #WhiteHouseMeeting #DonaldTrump #JoeBiden #FirstLadies #WhiteHouse",
Trump,#nevertrumper,hashtag,2,"If you are a #NeverTrumper
My friends and I want to follow you!

Drop a 💙

Stay #Trumpless

#SignalBoost
#NoDemUnder1k","OKAY... Looking for my people... I will gladly follow back!
#Resist #NeverTrumper #VoteBlue",
Trump,#noondonaldtrumpsagenda,hashtag,2,"https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet","https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet",
Trump,#oldtrump,hashtag,2,#KamalaHarris  to make unexpected campaign stop in #Texas in the clearest sign yet that she is making  #abortion and #ReproductiveRights a central part of her closing pitch to  voters https://anonymous via @anonymous #DonaldTrump #OldTrump #WeirdTrump #Republicans,"Positive news for #KamalaHarris as poll finds her viewed more favorably than Trump, including among the independent voters that could decide the seven swing states, whilst #DonaldTrump is losing his edge on economy https://anonymous #Republicans #OldTrump",
Trump,#putinownstrump,hashtag,2,#PutinOwnsTrump,"Bingo

#Trump #PutinOwnsTrump",
Trump,#thetrumpeffect,hashtag,2,"#TheTrumpEffect.  A whopping 86% of Republican Americans - a world record - are Optimistic about #MAGA America, while a pitiful 49% of Loser democrats - another record - are pessimistic. Great Optimism is central to Greatness; pessimism to Biden/Harris' abject defeat. #TrumpTillJan2029","
#TheTrumpEffect",
Trump,#trump2024till2029,hashtag,2,"America's GREATEST African-American Economist after Thomas Sowell, Ph.D., rightly warns US about the dangers created by the democrat Biden/Harris regime.  #Trump2024Till2029","America's GREATEST African-American Economist after Thomas Sowell, Ph.D., rightly warns US about the dangers created by the democrat Biden/Harris regime.  #Trump2024Till2029",
Trump,#trump2025,hashtag,2,you are going to like shitting your pants on the regular-#Trump2025,you are going to like shitting your pants on the regular-#Trump2025,
Trump,#trump4prison,hashtag,2,Never thought I'd say this but I really miss real republicans. This MAGA shit is getting critical. #MAGA #Trump #Republicans #Democrats #politics #Kamala #Harris #Trump4Prison,Never thought I'd say this but I really miss real republicans. This MAGA shit is getting critical. #MAGA #Trump #Republicans #Democrats #politics #Kamala #Harris #Trump4Prison,
Trump,#trumpadministrationsowhite,hashtag,2,#TrumpAdministrationSoWhite,#TrumpAdministrationSoWhite,
Trump,#trumpaliban,hashtag,2,"Is Trump a fascist ?

Here’s what ChatGPT decided after a bit of discussion in May 2023.

#Fascist #Trump #Democracy #DemocracyInDanger #Trumpaliban","Is Trump a fascist ?

Here’s what ChatGPT decided after a bit of discussion in May 2023.

#Fascist #Trump #Democracy #DemocracyInDanger #Trumpaliban",
Trump,#trumpclowncabinet,hashtag,2,"One down.... 

#TrumpClownCabinet","One down.... 

#TrumpClownCabinet",
Trump,#trumpclownregime,hashtag,2,#TrumpClownRegime,#TrumpClownRegime,
Trump,#trumpdance,hashtag,2,Oh no! Did Travis do the #TrumpDance in a game? #TaylorSwift would not be happy.,So now the #TrumpDance is a thing?,
Trump,#trumpdecline,hashtag,2,#TrumpDecline,#TrumpDecline,
Trump,#trumpdoesntgiveashitanoutyou,hashtag,2,"Listen to Gavin Newsome callout Trump and his distain for his own supporters. Hey MAGA, don’t start crying when you figure out you voted for the wrong guy. He’s going to fuck over everyone because #TrumpDoesntGiveAShitAnoutYou","Listen to Gavin Newsome callout Trump and his distain for his own supporters. Hey MAGA, don’t start crying when you figure out you voted for the wrong guy. He’s going to fuck over everyone because #TrumpDoesntGiveAShitAnoutYou",
Trump,#trumpdrseuss,hashtag,2,"I do not want you up my skirt
I do not want you down my shirt
I do not want you near my rump
I do not want you Donald Trump! 
#TrumpDrSeuss

10:55 PM · Oct 13, 2016","I do not want you up my skirt
I do not want you down my shirt
I do not want you near my rump
I do not want you Donald Trump! 
#TrumpDrSeuss

10:55 PM · Oct 13, 2016",
Trump,#trumpeconomy,hashtag,2,"The Great #Trumppression is upon us.

#TrumpEconomy","From my pal @anonymous who hasn't quite made the big switch yet. 

#TrumpEconomy",
Trump,#trumpelonmuskow2029,hashtag,2,"#TrumpElonMuskow2029 & all is MAGA well fuckers! 
via @anonymous","#TrumpElonMuskow2029 & all is MAGA well fuckers! 
via @anonymous",
Trump,#trumpers,hashtag,2,I See Stupid People #trumpers,I See Stupid People #trumpers,
Trump,#trumpfatigue,hashtag,2,"Americans, including me, have #TrumpFatigue . He spews the same ""incoherent babble"" at each rally. No more babble about a #wall he didn't build, his health care plan or infrastructure bill; all DOA. My fantasy is to never hear his voice or the name Trump again. End Trump Fatigue, vote for Kamala!","Americans, including me, have #TrumpFatigue . He spews the same ""incoherent babble"" at each rally. No more babble about a #wall he didn't build, his health care plan or infrastructure bill; all DOA. My fantasy is to never hear his voice or the name Trump again. End Trump Fatigue, vote for Kamala!",
Trump,#trumpfelon,hashtag,2,#trump #trumpfelon #trumpforprison,#trump #trumpfelon #trumpforprison,
Trump,#trumpflation,hashtag,2,"Time to rebuild my greenhouse, I guess. #Trumpflation","I have seen enough

#TrumpFlation is going to be a thing

The orange a**hat hasn't taken office yet and retailers are already bracing for it

Massive deportations will also have a major effect in the cost of food

Congratulations America, way to go against your own interests!",
Trump,#trumpgarbage,hashtag,2,🔵⭐️🔵 #TrumpGarbage #TrumpSupporterGarbage, 🔴💀🔴 #TrumpGarbage 🗑️,
Trump,#trumpgriftersgottogrift,hashtag,2,#DonTheCon #TrumpIsUnfitForOffice #TrumpGriftersGotToGrift,#DonTheCon #TrumpIsUnfitForOffice #TrumpGriftersGotToGrift,
Trump,#trumphiding,hashtag,2,What's wrong with Trump? Where is he hiding? #TrumpHiding,What's wrong with Trump? Where is he hiding? #TrumpHiding,
Trump,#trumpisaclown,hashtag,2,#TrumpIsAClown,#TrumpIsAClown,
Trump,#trumpisacon,hashtag,2,#trumpisacon,#trumpisacon,
Trump,#trumpisafascist,hashtag,2,#trumpisafascist #ripamerica,#trumpisafascist #ripamerica,
Trump,#trumpisafascisttothecore,hashtag,2,BRAVO @anonymous FOR SPEAKING OUT!!! #TrumpIsAFascistToTheCore,BRAVO @anonymous FOR SPEAKING OUT!!! #TrumpIsAFascistToTheCore,
Trump,#trumpisafelon,hashtag,2,"Whether or not Trump ever spends a day in prison HE IS A FELON. 

He takes that label to his grave. He is an indicted criminal felon. 

#TrumpIsAFelon",#sanewashing #sanewashingfascism #fascism #pdfiles #trump #trumpisafelon,
Trump,#trumpisagloballaughingstock,hashtag,2,#KamalaHarris4President2024 will WIN this thing! #TrumpIsAGlobalLaughingStock,"We don't do Dictators in the USA!
#elonmusk #trump #gop #project2025 #killtony #russvought #TrumpIsAGlobalLaughingStock #NeverTrump #maga #republicans #america #democracy #putin #russia #robertreich #harrysissons #krassenstein #thirdreich #USconstitution #nfl #nba #mlb #nascar",
Trump,#trumpisanazibafoon,hashtag,2,"Never thought I would agree with RFK Jr on anything but..... 👇Better late than never CNN. 
#RFKJrGetsIt
#TrumpIsANaziBafoon","Never thought I would agree with RFK Jr on anything but..... 👇Better late than never CNN. 
#RFKJrGetsIt
#TrumpIsANaziBafoon",
Trump,#trumpisanexistentialthreat,hashtag,2,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison","To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison",
Trump,#trumpisaracist,hashtag,2,#Trump #TrumpIsARacist,"Trump's biggest campaign obstacle: 
He can't stop being Donald Trump https://anonymous via #TrumpIsARacist",
Trump,#trumpisbadforus,hashtag,2,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison","To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison",
Trump,#trumpisbrokeaf,hashtag,2,"Drop a  💙 and repost if you agree, Eileen Cannon is inexperienced and compromised and must be removed from the Trump case IMMEDIATELY! #TrumpIsBrokeAF","Donald Trump is embarrassed and furious everyone is saying he is broke, Let's get the word out, shall we? PASS IT ON! 
#TrumpIsBrokeAF",
Trump,#trumpisdangerous,hashtag,2,"Something tells me when the horrendous gravity of what Trump is doing to our citizens hits them…

Mango Mussolini will be ‘Bunker Boy’ all the time!

#TrumpIsDangerous","No one— & I mean NO One should be surprised by who sleazy, felon, rapist, bigot, traitor Donnie the mobster is selecting to fill his Cabinet (more like a junk drawer).

He wants them to reflect his ‘morals’.

#TrumpIsDangerous",
Trump,#trumpisoutonbail,hashtag,2,#Trump #TrumpCult #MAGA #MAGARepublicans #MAGACult #kakistocracy #TrumpVance #TrumpCabinet #Project2025 #DeathOfDemocracy #TrumpIsOutOnBail #TrumpIsACriminal #TrumpIsATraitor #TrumpIsUnfit,#Trump #TrumpCult #MAGA #MAGARepublicans #MAGACult #kakistocracy #TrumpVance #TrumpCabinet #Project2025 #DeathOfDemocracy #TrumpIsOutOnBail #TrumpIsACriminal #TrumpIsATraitor #TrumpIsUnfit,
Trump,#trumpisweird,hashtag,2,@anonymous so glad to hear the list from Margaret Talev of fascists lining up to be Trump’s toadies. #TrumpIsWeird,"#TrumpIsNotFitToBePresident 

Only the #MegaMAGAWeirdWorld #MMWW are still beholden to his weirdly ways

#TrumpIsWeird",
Trump,#trumpland,hashtag,2,I expect the Trump presidency will give us many days like this. 👇 #USPolitics #TrumpLand,Make America Grate Again. 😔 #USPolitics #TrumpLand,
Trump,#trumplies,hashtag,2,#TrumpLies #TrumpRacism #TrumpScams #TrumpHate #TrumpCrimeFamily #TrumpIgnorance #MAGAMorons,"I still cannot believe that any sane woman would vote for this prick.

#voteblue #savedemocracy #trumplies #womenrule",
Trump,#trumplovesputin,hashtag,2,"#trump&putin #trumplovesputin #traitortrump Well this says it all. Know Trump over 35 yrs personally, always thought he was a closet case. All over Europe, why are we not doing this here?","#trump&putin #trumplovesputin #traitortrump Well this says it all. Know Trump over 35 yrs personally, always thought he was a closet case. All over Europe, why are we not doing this here?",
Trump,#trumpminions,hashtag,2,#Trumpminions,#Trumpminions,
Trump,#trumpmugshot,hashtag,2,Next time on 'World's Dumbest Criminals' ... #TrumpMugShot,"JOKE
#TrumpMugShot #TrumpsGothamGoons
https://anonymous",
Trump,#trumpnominees,hashtag,2,#trump #trumpcabinet #trumpadministration #trumpappointments #trumpnominees #maga #magamovement #politics #democracy #autocracy #oligarchy #presidency #executivebranch #congress #senate #senateconfirmations #whitehouse,#trump #trumpcabinet #trumpadministration #trumpappointments #trumpnominees #maga #magamovement #politics #democracy #autocracy #oligarchy #presidency #executivebranch #congress #senate #senateconfirmations #whitehouse,
Trump,#trumpsamerica2025,hashtag,2,"#TrumpsAmerica2025

who couldve guessed it was a racist misogynistic hate movement? 👋","#TrumpsAmerica2025

who couldve guessed it was a racist misogynistic hate movement? 👋",
Trump,#trumpsky,hashtag,2,Good MAGA Morning to all those in #TrumpSky m.media-https://anonymous,Good MAGA Morning to all those in #TrumpSky m.media-https://anonymous,
Trump,#trumpsminion,hashtag,2,"Welcome Swifties! Congrats on abandoning #trumpsMinion

https://anonymous","Welcome Swifties! Congrats on abandoning #trumpsMinion

https://anonymous",
Trump,#trumpstillsmells,hashtag,2,#trumpstillsmells,#trumpstillsmells,
Trump,#trumpsucksbigdicks,hashtag,2,#TrumpSucksBigDicks,#TrumpSucksBigDicks,
Trump,#trumptax,hashtag,2,Today I learned… that the dumbest Senator ever is smarter than Donald Trump. #tariffs #TrumpTariffs #TrumpTax,Today I learned… that the dumbest Senator ever is smarter than Donald Trump. #tariffs #TrumpTariffs #TrumpTax,
Trump,#trumpteam,hashtag,2,"Marco Rubio for State, Huckabee as Ambassador to Israel, and Stefanik at the U.N.? Trump’s next administration looks set to give Netanyahu unprecedented support. #TrumpTeam #Israel","Marco Rubio for State, Huckabee as Ambassador to Israel, and Stefanik at the U.N.? Trump’s next administration looks set to give Netanyahu unprecedented support. #TrumpTeam #Israel",
Trump,#trumptransition,hashtag,2,"How long will it be before Trump fires Little Marco (measured in Scaramuccis, of course)? ⏰️ #TrumpTransition","#TrumpTransition—
The Guardian: “shocking and awful”
Me: “much more awful than shocking”
https://anonymous",
Trump,#trumpunfitforoffice,hashtag,2,#trumpunfitforoffice,#trumpunfitforoffice,
Trump,#trumpwillkillusall,hashtag,2,"🚨🚨 #HillaryWarnedUs 🚨🚨

🤬 #tRUmpWillKillUsALL💀 (If we don’t #RESIST ✊🏻✊🏾)

✨ #ImWithHer✨ STILL! ✊🏻

👏🏻💜 #HillaryClinton 🙋🏼‍♀️🇺🇸","🚨🚨 #HillaryWarnedUs 🚨🚨

🤬 #tRUmpWillKillUsALL💀 (If we don’t #RESIST ✊🏻✊🏾)

✨ #ImWithHer✨ STILL! ✊🏻

👏🏻💜 #HillaryClinton 🙋🏼‍♀️🇺🇸",
Trump,#trumpwinner,hashtag,2,"Pedocrats plan to elect new party leader days after Trump takes office. The left is decaying and disappearing. Face it, leftists!. https://anonymous  #BlueHell #Pedocrats #TrumpWinner #KamalaLoser #PedocratParty #TrenDeAragua","Pedocrats plan to elect new party leader days after Trump takes office. The left is decaying and disappearing. Face it, leftists!. https://anonymous  #BlueHell #Pedocrats #TrumpWinner #KamalaLoser #PedocratParty #TrenDeAragua",
Trump,#vptrump,hashtag,2,"#VPtrump

Make it famous, please RT.","#VPtrump

Make it famous, please RT.",
Trump,#wedontwanttrump,hashtag,2,"Hillary warned us!

#resistwithintent #nevertrump
#wedontwanttrump","Hillary warned us!

#resistwithintent #nevertrump
#wedontwanttrump",
Harris,#abandonkamala,hashtag,1,"Kamala Harris believes that Joe Biden did everything right and that Black Men think with their dicks...
#AbandonHarris #AbandonKamala",,
Harris,#actkamalaact,hashtag,1,Can we get a hashtag going here? #ActKamalaAct,,
Harris,#bidenresignharrisascend,hashtag,1,"We should get this trending just to be ornery.  🤣
#BidenResignHarrisAscend",,
Harris,#catladies4kamala,hashtag,1,"Found this cleverly designed t-shirt online last evening & posted it on Mastodon, where it’s been such a hit (understandably!) I thought I’d post it here, too…
#vote #Kamala #harris2024 #catladies4kamala 
https://anonymous",,
