candidate,phrase,type,post_count,example_1,example_2,example_3
Harris,harris-ryan,variant,2,Harris-Ryan would be a great ticket.,Harris-Ryan would be a great ticket.,
Harris,harris2024,variant,2,Harris2024!!!,"Thank you, President Biden 
Vote Kamala Harris2024
https://anonymous",
Harris,kamala-,variant,2,"Laffin' Kamala- I call her laffin' kamala because she's always laughing, always feeling joy, but we don't like joy do we folks? We hate to feel good, we hate our kids who want to take over for us, take over the country. We like when the men have tears in their eyes, and frankly the women too","Laffin' Kamala- I call her laffin' kamala because she's always laughing, always feeling joy, but we don't like joy do we folks? We hate to feel good, we hate our kids who want to take over for us, take over the country. We like when the men have tears in their eyes, and frankly the women too",
Harris,kamala-holding-vinyls,variant,2,"I am powerless before this level of microtargeting 

kamala-holding-vinyls.glitch.me",This is a great site. kamala-holding-vinyls.glitch.me,
Harris,kamalazoo,variant,2,Michelle Obama on 🔥at KAMALAZOO rally.,"""Or should I say, KAMALAzoo!""-- Gold, from Michelle Obama.

Here's the YT link to her speech:

https://anonymous",
Harris,kkkamala,variant,2,"Woke up today to my first experience on BlueSky of harassment and threats of, ""Death to America."" 

But it didn't come from Orange Hitler's voters. It came from Palestinian protestors. They also thought it was cute to call Kamala Harris, ""KKKamala."" *sigh* 😣","So, is KKKamala being placed in the political fridge, or are they gonna let her out to blabber some halfhearted apology and rant against Jill Stein for some reason?",
Trump,#arresttrump,hashtag,2,#WhereIsDarkBrandon with his #AbsoluteImmunity? The #SCOTUSMadeYouKing! #ArrestTrump #DeportMusk #DeportThiel! #EndPutin,"From now on I will refer to Trump as Dongo. 

#ArrestTrump",
Trump,#convictedfelontrump,hashtag,2,I thought maybe someone would like to see this. #ConvictedFelontRUMP,"""trump is fascist to the core"" - Michelle Obama
Turn up the volume and pay on loop!

#ConvictedFelonTrump
#NeverMyPresident
#NaziMusk
#BoycottTesla",
Trump,#dangerousdonald,hashtag,2,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,
Trump,#declassifytrump,hashtag,2,#Swifties Taylor did a lot of good when she endorsed Kamala and Tim with her kitty 🐱 Tell her to write her congress people to support them and let them know WE THE PEOPLE support them too! We ALL need to tell them to stand up and #DeclassifyTrump Thank you 💙🌊,"I'm back on 2 things before January:  Biden should resign to let Harris be the first woman to ascend to office.  What a gift to America, to have a female president, before we lose democracy. And he should declassify the Trump/Putin files.

#DeclassifyTrump 
#ResignAndLetHarrisBe47",
Trump,#defeattrump,hashtag,2,Kamala closing argument speech tonight. Let's elect Harris next Tuesday.  #HarrisWalz2024 #YesWeKam #Harris47 #DefeatTrump,"I've said it once and I'll say it again, if it wasn't about Gender then why else was @anonymous able to do what @anonymous and @anonymous COULDN'T? #DefeatTrump 🤔 I'll wait!",
Trump,#donaldarlingtontrump,hashtag,2,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,
Trump,#donaldjtrump,hashtag,2,"Trump plan will create billion dollar 💲 bill!

#DonaldTrump #TomHoman #MassDeportation #USA #America #Migrants #IllegalImmigrants #Migration #AsylumSeekers #Mexico #Border #Trump #POTUS #maga #donaldjtrump #republican #politics #makeamericagreatagain #trumptrain","Seems 🤔 God decided the Democrats should lose⁉️

#DonaldTrump #TomHoman #MassDeportation #USA #America #Migrants #IllegalImmigrants #Migration #AsylumSeekers #Mexico #Border #Trump #POTUS #maga #donaldjtrump #republican #politics #makeamericagreatagain #trumptrain",
Trump,#donaldtrumptreason,hashtag,2,#DonaldTrumpTreason,#DonaldTrumpTreason,
Trump,#fightagainsttrumpcabinet,hashtag,2,#FightAgainstTrumpCabinet,#FightAgainstTrumpCabinet,
Trump,#fucktrumpsupporters,hashtag,2,"Admittedly, I’ve fallen way off course from my attempt at civil discourse.
I blame the brainless cowards at MSNBC and the inbred garbage morons who voted for trump.

But I am working on it.
#FuckCivilDiscourse
#FuckTrumpSupporters
#FuckMSNBC (except Lawrence who didn’t push Biden out)","Admittedly, I’ve fallen way off course from my attempt at civil discourse.
I blame the brainless cowards at MSNBC and the inbred garbage morons who voted for trump.

But I am working on it.
#FuckCivilDiscourse
#FuckTrumpSupporters
#FuckMSNBC (except Lawrence who didn’t push Biden out)",
Trump,#ihatedonaldtrump,hashtag,2,#IHateDonaldTrump,#IHateDonaldTrump,
Trump,#melaniatrump,hashtag,2,"Melania Trump boycotts tea invitation from Jill Biden while husbands meet
yespunjab.com?p=60344

#MelaniaTrump #JillBiden #WhiteHouseMeeting #DonaldTrump #JoeBiden #FirstLadies #WhiteHouse","Melania Trump boycotts tea invitation from Jill Biden while husbands meet
yespunjab.com?p=60344

#MelaniaTrump #JillBiden #WhiteHouseMeeting #DonaldTrump #JoeBiden #FirstLadies #WhiteHouse",
Trump,#nevertrumper,hashtag,2,"If you are a #NeverTrumper
My friends and I want to follow you!

Drop a 💙

Stay #Trumpless

#SignalBoost
#NoDemUnder1k","OKAY... Looking for my people... I will gladly follow back!
#Resist #NeverTrumper #VoteBlue",
Trump,#noondonaldtrumpsagenda,hashtag,2,"https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet","https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet",
Trump,#oldtrump,hashtag,2,#KamalaHarris  to make unexpected campaign stop in #Texas in the clearest sign yet that she is making  #abortion and #ReproductiveRights a central part of her closing pitch to  voters https://anonymous via @anonymous #DonaldTrump #OldTrump #WeirdTrump #Republicans,"Positive news for #KamalaHarris as poll finds her viewed more favorably than Trump, including among the independent voters that could decide the seven swing states, whilst #DonaldTrump is losing his edge on economy https://anonymous #Republicans #OldTrump",
Trump,#putinownstrump,hashtag,2,#PutinOwnsTrump,"Bingo

#Trump #PutinOwnsTrump",
Trump,#thetrumpeffect,hashtag,2,"#TheTrumpEffect.  A whopping 86% of Republican Americans - a world record - are Optimistic about #MAGA America, while a pitiful 49% of Loser democrats - another record - are pessimistic. Great Optimism is central to Greatness; pessimism to Biden/Harris' abject defeat. #TrumpTillJan2029","
#TheTrumpEffect",
Trump,#trump2024till2029,hashtag,2,"America's GREATEST African-American Economist after Thomas Sowell, Ph.D., rightly warns US about the dangers created by the democrat Biden/Harris regime.  #Trump2024Till2029","America's GREATEST African-American Economist after Thomas Sowell, Ph.D., rightly warns US about the dangers created by the democrat Biden/Harris regime.  #Trump2024Till2029",
Trump,#trump2025,hashtag,2,you are going to like shitting your pants on the regular-#Trump2025,you are going to like shitting your pants on the regular-#Trump2025,
Trump,#trump4prison,hashtag,2,Never thought I'd say this but I really miss real republicans. This MAGA shit is getting critical. #MAGA #Trump #Republicans #Democrats #politics #Kamala #Harris #Trump4Prison,Never thought I'd say this but I really miss real republicans. This MAGA shit is getting critical. #MAGA #Trump #Republicans #Democrats #politics #Kamala #Harris #Trump4Prison,
Trump,#trumpadministrationsowhite,hashtag,2,#TrumpAdministrationSoWhite,#TrumpAdministrationSoWhite,
Trump,#trumpaliban,hashtag,2,"Is Trump a fascist ?

Here’s what ChatGPT decided after a bit of discussion in May 2023.

#Fascist #Trump #Democracy #DemocracyInDanger #Trumpaliban","Is Trump a fascist ?

Here’s what ChatGPT decided after a bit of discussion in May 2023.

#Fascist #Trump #Democracy #DemocracyInDanger #Trumpaliban",
Trump,#trumpclowncabinet,hashtag,2,"One down.... 

#TrumpClownCabinet","One down.... 

#TrumpClownCabinet",
Trump,#trumpclownregime,hashtag,2,#TrumpClownRegime,#TrumpClownRegime,
Trump,#trumpdance,hashtag,2,Oh no! Did Travis do the #TrumpDance in a game? #TaylorSwift would not be happy.,So now the #TrumpDance is a thing?,
Trump,#trumpdecline,hashtag,2,#TrumpDecline,#TrumpDecline,
Trump,#trumpdoesntgiveashitanoutyou,hashtag,2,"Listen to Gavin Newsome callout Trump and his distain for his own supporters. Hey MAGA, don’t start crying when you figure out you voted for the wrong guy. He’s going to fuck over everyone because #TrumpDoesntGiveAShitAnoutYou","Listen to Gavin Newsome callout Trump and his distain for his own supporters. Hey MAGA, don’t start crying when you figure out you voted for the wrong guy. He’s going to fuck over everyone because #TrumpDoesntGiveAShitAnoutYou",
Trump,#trumpdrseuss,hashtag,2,"I do not want you up my skirt
I do not want you down my shirt
I do not want you near my rump
I do not want you Donald Trump! 
#TrumpDrSeuss

10:55 PM · Oct 13, 2016","I do not want you up my skirt
I do not want you down my shirt
I do not want you near my rump
I do not want you Donald Trump! 
#TrumpDrSeuss

10:55 PM · Oct 13, 2016",
Trump,#trumpeconomy,hashtag,2,"The Great #Trumppression is upon us.

#TrumpEconomy","From my pal @anonymous who hasn't quite made the big switch yet. 

#TrumpEconomy",
Trump,#trumpelonmuskow2029,hashtag,2,"#TrumpElonMuskow2029 & all is MAGA well fuckers! 
via @anonymous","#TrumpElonMuskow2029 & all is MAGA well fuckers! 
via @anonymous",
Trump,#trumpers,hashtag,2,I See Stupid People #trumpers,I See Stupid People #trumpers,
Trump,#trumpfatigue,hashtag,2,"Americans, including me, have #TrumpFatigue . He spews the same ""incoherent babble"" at each rally. No more babble about a #wall he didn't build, his health care plan or infrastructure bill; all DOA. My fantasy is to never hear his voice or the name Trump again. End Trump Fatigue, vote for Kamala!","Americans, including me, have #TrumpFatigue . He spews the same ""incoherent babble"" at each rally. No more babble about a #wall he didn't build, his health care plan or infrastructure bill; all DOA. My fantasy is to never hear his voice or the name Trump again. End Trump Fatigue, vote for Kamala!",
Trump,#trumpfelon,hashtag,2,#trump #trumpfelon #trumpforprison,#trump #trumpfelon #trumpforprison,
Trump,#trumpflation,hashtag,2,"Time to rebuild my greenhouse, I guess. #Trumpflation","I have seen enough

#TrumpFlation is going to be a thing

The orange a**hat hasn't taken office yet and retailers are already bracing for it

Massive deportations will also have a major effect in the cost of food

Congratulations America, way to go against your own interests!",
Trump,#trumpgarbage,hashtag,2,🔵⭐️🔵 #TrumpGarbage #TrumpSupporterGarbage, 🔴💀🔴 #TrumpGarbage 🗑️,
Trump,#trumpgriftersgottogrift,hashtag,2,#DonTheCon #TrumpIsUnfitForOffice #TrumpGriftersGotToGrift,#DonTheCon #TrumpIsUnfitForOffice #TrumpGriftersGotToGrift,
Trump,#trumphiding,hashtag,2,What's wrong with Trump? Where is he hiding? #TrumpHiding,What's wrong with Trump? Where is he hiding? #TrumpHiding,
Trump,#trumpisaclown,hashtag,2,#TrumpIsAClown,#TrumpIsAClown,
Trump,#trumpisacon,hashtag,2,#trumpisacon,#trumpisacon,
Trump,#trumpisafascist,hashtag,2,#trumpisafascist #ripamerica,#trumpisafascist #ripamerica,
Trump,#trumpisafascisttothecore,hashtag,2,BRAVO @anonymous FOR SPEAKING OUT!!! #TrumpIsAFascistToTheCore,BRAVO @anonymous FOR SPEAKING OUT!!! #TrumpIsAFascistToTheCore,
Trump,#trumpisafelon,hashtag,2,"Whether or not Trump ever spends a day in prison HE IS A FELON. 

He takes that label to his grave. He is an indicted criminal felon. 

#TrumpIsAFelon",#sanewashing #sanewashingfascism #fascism #pdfiles #trump #trumpisafelon,
Trump,#trumpisagloballaughingstock,hashtag,2,#KamalaHarris4President2024 will WIN this thing! #TrumpIsAGlobalLaughingStock,"We don't do Dictators in the USA!
#elonmusk #trump #gop #project2025 #killtony #russvought #TrumpIsAGlobalLaughingStock #NeverTrump #maga #republicans #america #democracy #putin #russia #robertreich #harrysissons #krassenstein #thirdreich #USconstitution #nfl #nba #mlb #nascar",
Trump,#trumpisanazibafoon,hashtag,2,"Never thought I would agree with RFK Jr on anything but..... 👇Better late than never CNN. 
#RFKJrGetsIt
#TrumpIsANaziBafoon","Never thought I would agree with RFK Jr on anything but..... 👇Better late than never CNN. 
#RFKJrGetsIt
#TrumpIsANaziBafoon",
Trump,#trumpisanexistentialthreat,hashtag,2,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison","To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison",
Trump,#trumpisaracist,hashtag,2,#Trump #TrumpIsARacist,"Trump's biggest campaign obstacle: 
He can't stop being Donald Trump https://anonymous via #TrumpIsARacist",
Trump,#trumpisbadforus,hashtag,2,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison","To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison",
Trump,#trumpisbrokeaf,hashtag,2,"Drop a  💙 and repost if you agree, Eileen Cannon is inexperienced and compromised and must be removed from the Trump case IMMEDIATELY! #TrumpIsBrokeAF","Donald Trump is embarrassed and furious everyone is saying he is broke, Let's get the word out, shall we? PASS IT ON! 
#TrumpIsBrokeAF",
Trump,#trumpisdangerous,hashtag,2,"Something tells me when the horrendous gravity of what Trump is doing to our citizens hits them…

Mango Mussolini will be ‘Bunker Boy’ all the time!

#TrumpIsDangerous","No one— & I mean NO One should be surprised by who sleazy, felon, rapist, bigot, traitor Donnie the mobster is selecting to fill his Cabinet (more like a junk drawer).

He wants them to reflect his ‘morals’.

#TrumpIsDangerous",
Trump,#trumpisoutonbail,hashtag,2,#Trump #TrumpCult #MAGA #MAGARepublicans #MAGACult #kakistocracy #TrumpVance #TrumpCabinet #Project2025 #DeathOfDemocracy #TrumpIsOutOnBail #TrumpIsACriminal #TrumpIsATraitor #TrumpIsUnfit,#Trump #TrumpCult #MAGA #MAGARepublicans #MAGACult #kakistocracy #TrumpVance #TrumpCabinet #Project2025 #DeathOfDemocracy #TrumpIsOutOnBail #TrumpIsACriminal #TrumpIsATraitor #TrumpIsUnfit,
Trump,#trumpisweird,hashtag,2,@anonymous so glad to hear the list from Margaret Talev of fascists lining up to be Trump’s toadies. #TrumpIsWeird,"#TrumpIsNotFitToBePresident 

Only the #MegaMAGAWeirdWorld #MMWW are still beholden to his weirdly ways

#TrumpIsWeird",
Trump,#trumpland,hashtag,2,I expect the Trump presidency will give us many days like this. 👇 #USPolitics #TrumpLand,Make America Grate Again. 😔 #USPolitics #TrumpLand,
Trump,#trumplies,hashtag,2,#TrumpLies #TrumpRacism #TrumpScams #TrumpHate #TrumpCrimeFamily #TrumpIgnorance #MAGAMorons,"I still cannot believe that any sane woman would vote for this prick.

#voteblue #savedemocracy #trumplies #womenrule",
Trump,#trumplovesputin,hashtag,2,"#trump&putin #trumplovesputin #traitortrump Well this says it all. Know Trump over 35 yrs personally, always thought he was a closet case. All over Europe, why are we not doing this here?","#trump&putin #trumplovesputin #traitortrump Well this says it all. Know Trump over 35 yrs personally, always thought he was a closet case. All over Europe, why are we not doing this here?",
Trump,#trumpminions,hashtag,2,#Trumpminions,#Trumpminions,
Trump,#trumpmugshot,hashtag,2,Next time on 'World's Dumbest Criminals' ... #TrumpMugShot,"JOKE
#TrumpMugShot #TrumpsGothamGoons
https://anonymous",
Trump,#trumpnominees,hashtag,2,#trump #trumpcabinet #trumpadministration #trumpappointments #trumpnominees #maga #magamovement #politics #democracy #autocracy #oligarchy #presidency #executivebranch #congress #senate #senateconfirmations #whitehouse,#trump #trumpcabinet #trumpadministration #trumpappointments #trumpnominees #maga #magamovement #politics #democracy #autocracy #oligarchy #presidency #executivebranch #congress #senate #senateconfirmations #whitehouse,
Trump,#trumpsamerica2025,hashtag,2,"#TrumpsAmerica2025

who couldve guessed it was a racist misogynistic hate movement? 👋","#TrumpsAmerica2025

who couldve guessed it was a racist misogynistic hate movement? 👋",
Trump,#trumpsky,hashtag,2,Good MAGA Morning to all those in #TrumpSky m.media-https://anonymous,Good MAGA Morning to all those in #TrumpSky m.media-https://anonymous,
Trump,#trumpsminion,hashtag,2,"Welcome Swifties! Congrats on abandoning #trumpsMinion

https://anonymous","Welcome Swifties! Congrats on abandoning #trumpsMinion

https://anonymous",
Trump,#trumpstillsmells,hashtag,2,#trumpstillsmells,#trumpstillsmells,
Trump,#trumpsucksbigdicks,hashtag,2,#TrumpSucksBigDicks,#TrumpSucksBigDicks,
Trump,#trumptax,hashtag,2,Today I learned… that the dumbest Senator ever is smarter than Donald Trump. #tariffs #TrumpTariffs #TrumpTax,Today I learned… that the dumbest Senator ever is smarter than Donald Trump. #tariffs #TrumpTariffs #TrumpTax,
Trump,#trumpteam,hashtag,2,"Marco Rubio for State, Huckabee as Ambassador to Israel, and Stefanik at the U.N.? Trump’s next administration looks set to give Netanyahu unprecedented support. #TrumpTeam #Israel","Marco Rubio for State, Huckabee as Ambassador to Israel, and Stefanik at the U.N.? Trump’s next administration looks set to give Netanyahu unprecedented support. #TrumpTeam #Israel",
Trump,#trumptransition,hashtag,2,"How long will it be before Trump fires Little Marco (measured in Scaramuccis, of course)? ⏰️ #TrumpTransition","#TrumpTransition—
The Guardian: “shocking and awful”
Me: “much more awful than shocking”
https://anonymous",
Trump,#trumpunfitforoffice,hashtag,2,#trumpunfitforoffice,#trumpunfitforoffice,
Trump,#trumpwillkillusall,hashtag,2,"🚨🚨 #HillaryWarnedUs 🚨🚨

🤬 #tRUmpWillKillUsALL💀 (If we don’t #RESIST ✊🏻✊🏾)

✨ #ImWithHer✨ STILL! ✊🏻

👏🏻💜 #HillaryClinton 🙋🏼‍♀️🇺🇸","🚨🚨 #HillaryWarnedUs 🚨🚨

🤬 #tRUmpWillKillUsALL💀 (If we don’t #RESIST ✊🏻✊🏾)

✨ #ImWithHer✨ STILL! ✊🏻

👏🏻💜 #HillaryClinton 🙋🏼‍♀️🇺🇸",
Trump,#trumpwinner,hashtag,2,"Pedocrats plan to elect new party leader days after Trump takes office. The left is decaying and disappearing. Face it, leftists!. https://anonymous  #BlueHell #Pedocrats #TrumpWinner #KamalaLoser #PedocratParty #TrenDeAragua","Pedocrats plan to elect new party leader days after Trump takes office. The left is decaying and disappearing. Face it, leftists!. https://anonymous  #BlueHell #Pedocrats #TrumpWinner #KamalaLoser #PedocratParty #TrenDeAragua",
Trump,#vptrump,hashtag,2,"#VPtrump

Make it famous, please RT.","#VPtrump

Make it famous, please RT.",
Trump,#wedontwanttrump,hashtag,2,"Hillary warned us!

#resistwithintent #nevertrump
#wedontwanttrump","Hillary warned us!

#resistwithintent #nevertrump
#wedontwanttrump",
Trump,2017trump,variant,2,2017trump spoke of “American carnage” a long time coming but now we know what he meant,2017trump spoke of “American carnage” a long time coming but now we know what he meant,
Trump,anti-trumpers,variant,2,"It's so cool how Liz Cheney celebrated the Dobbs decision because it returned abortion to the states and then said the red state abortion bans ""cannot stand."" I'm sure being a Harris surrogate played a part, but all the anti-Trumpers become libs eventually lol (see also: Kinzinger).","Cruise Line Offering Depressed Anti-Trumpers a Four-Year Getaway 
Source: TheDailyBeast",
Trump,biden-trump,variant,2,i wish they had scheduled the Biden-Trump transition meeting for evening hours when they're both sundowning and there's a decent chance it could end in a duel,"Impt article that gets to the core of how (if not why) Harris lost: Some voters followed a Biden-Trump path, but mostly it was about JRB voters who didn't vote in 2024. https://anonymous",
Trump,donalda,variant,2,"Trumpovi kandidáti a nominanti dostali vyhrážky bombou a prepadnutím – Svet – Správy

https://anonymous

Viacero nominantov a kandidátov Donalda Trumpa na posty v jeho nastupujúcej administratíve dostalo v uplynulých hodinách vyhrážky bombou…","W USA dzisiaj pierwsza przedwyborcza debata wśród republikańskich kandydatów. Ale Donalda Trumpa nie będzie, bo uznał, że ""nie jest mu to potrzebne"". Trump wyraźnie prowadzi w sondażach.",
Trump,donaldsoros,variant,2,"I blocked Donaldsoros@anonymous because he is a trumpster. If he comes to you with his nonsense on Bluesky, feel free to block him and report him. Silly ole rabbit","I blocked Donaldsoros@anonymous because he is a trumpster. If he comes to you with his nonsense on Bluesky, feel free to block him and report him. Silly ole rabbit",
Trump,dtrumpf,variant,2,"I am very glad I am not alone when it comes to hating what Dtrumpf stands for, it proves there is love out there!","I am very glad I am not alone when it comes to hating what Dtrumpf stands for, it proves there is love out there!",
Trump,intotrump,variant,2,"Join me over at Patreon for a deep dive intoTrump’s initial national security, intelligence, and defense picks.

https://anonymous",I would welcome a list of businesses that dumped money intoTrump’s campaign so that I can make sure that I avoid them like a plague.,
Trump,kimjongtrump,variant,2,This is what you want America to go back to KimJongTrump & RFKjr!,This is what you want America to go back to KimJongTrump & RFKjr!,
Trump,latina-never-for-trump,variant,2,Im a Latina-Never-For-Trump,Im a Latina-Never-For-Trump,
Trump,mcdonalds-employee,variant,2,I assume Trump’s McDonalds-employee photo-op stunt will convince voters he’s really a gritty man of the people as effectively as Dukakis’s armored-soldier photo-op stunt  convinced voters of that in 1988.,I assume Trump’s McDonalds-employee photo-op stunt will convince voters he’s really a gritty man of the people as effectively as Dukakis’s armored-soldier photo-op stunt  convinced voters of that in 1988.,
Trump,mdonaldtrumpscabinet,variant,2,"https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet","https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet",
Trump,non-trump,variant,2,"Promises, promises Peter Navarro.

Peter must not be very happy now that Sen. John Thune has replaced Mitch McConnell.

But a non-Trump Cabinet sounds great to me!

https://anonymous","This election cycle was one big gish gallop by Trump and his supporters. The stream of disinformation and misinformation came at what turned out to be an overwhelming pace. Democrats, non-Trump supporting independents and never-Trumper Republicans tried to counter it all and simply couldn't 1/.",
Trump,out-trump,variant,2,"Harris betrayed us, not the reverse. She raised $1B on fears of a resurgent fascism she represents as much as Trump, splitting & defanging any unified opposition that could’ve existed while trying to out-Trump him on immigration, abandoning trans people, etc. She preferred losing to fighting for us.","Harris betrayed us, not the reverse. She raised $1B on fears of a resurgent fascism she represents as much as Trump, splitting & defanging any unified opposition that could’ve existed while trying to out-Trump him on immigration, abandoning trans people, etc. She preferred losing to fighting for us.",
Trump,peopletrump,variant,2,"Folks, i have been looking over the peopleTrump is picking for positions in his cabinet and what theyintend to do. Alarming isn't a strong enough word.They are going to try and change our way of governing and destroyour safety net of Social Security,Medicare Medicaid,Food Stamps. Everything we 1)","Folks, i have been looking over the peopleTrump is picking for positions in his cabinet and what theyintend to do. Alarming isn't a strong enough word.They are going to try and change our way of governing and destroyour safety net of Social Security,Medicare Medicaid,Food Stamps. Everything we 1)",
Trump,post-trump,variant,2,"https://anonymous

I suspect Mitchy didn’t think Trump would win either. He knows what we know about how Trump’s admin will go and wants to elect someone that will hold Trump back from the worst and save the reputation of the party post-Trump (post-Trump. I like that). 

Thoughts?","Pre-Trump conviction

Biden in the best person to be President

Post-Trump conviction

Biden is the best person to be President",
Trump,pre-trumpocene,variant,2,"Debate over whether Trump's 1.7% popular lead is a mandate misses what's happening. Of course nor; of course he'll say it is; & of course this is bickering over a pre-Trumpocene term. We fight fascism not because of its vote margin but because it's fascism. Had he won by 20 pts, we'd fight fascism.","Debate over whether Trump's 1.7% popular lead is a mandate misses what's happening. Of course nor; of course he'll say it is; & of course this is bickering over a pre-Trumpocene term. We fight fascism not because of its vote margin but because it's fascism. Had he won by 20 pts, we'd fight fascism.",
Trump,pro-trumpism,variant,2,You cannot simultaneously be pro-Mileisim and pro-Trumpism.,You cannot simultaneously be pro-Mileisim and pro-Trumpism.,
Trump,retrumplicans,variant,2,I have 50 followers… THANK YOU the more the better as we FIGHT Adolf Von Trump and the Retrumplicans !!!!,I have 50 followers… THANK YOU the more the better as we FIGHT Adolf Von Trump and the Retrumplicans !!!!,
Trump,traitor-trump,variant,2,EVIL domesticTERRORIST 🤡💩Traitor-TRUMP💩🤡 is CHOOSING the kind of ''🚽CABINET🚽'' only a SERIAL RAPIST could 👹LOVE👹.,EVIL domesticTERRORIST 🤡💩Traitor-TRUMP💩🤡 is CHOOSING the kind of ''🚽CABINET🚽'' only a SERIAL RAPIST could 👹LOVE👹.,
Trump,trump-as-criminal,variant,2,"I was already done with the standard recitation of ""slept with a porn star!"" in the litany of Trump's crimes, when Stormy Daniels is still living with the consequences of fighting back, yet it's even more grim to hear ""slept with a porn star!"" to set Trump-as-criminal against Harris-as-prosecutor","I was already done with the standard recitation of ""slept with a porn star!"" in the litany of Trump's crimes, when Stormy Daniels is still living with the consequences of fighting back, yet it's even more grim to hear ""slept with a porn star!"" to set Trump-as-criminal against Harris-as-prosecutor",
Trump,trump-biden-trump,variant,2,"I'll admit to being fascinated by all the Trump-Biden-Trump voters, who in 2020 were like ""yeah he might actually be america's hitler"" but are now are like ""but Harris is a little short on policy specifics""","I'll admit to being fascinated by all the Trump-Biden-Trump voters, who in 2020 were like ""yeah he might actually be america's hitler"" but are now are like ""but Harris is a little short on policy specifics""",
Trump,trump-era,variant,2,"Astronaut Buzz Aldrin endorses Trump for president

Aldrin pointed to a number of Trump-era policies, including creation of the Space Force, in his statement. 

https://anonymous","Jamie Dimon Eyes Trump-Era Deregulation as Boost for Banking, Economy",
Trump,trump-hating,variant,2,"I’m a Trump-hating celebrity… get me out of here! The mortified lefty stars fleeing America after Kamala’s crushing

https://anonymous

 …","I’m a Trump-hating celebrity… get me out of here! The mortified lefty stars fleeing America after Kamala’s crushing

https://anonymous

 …",
Trump,trump-nominated,variant,2,"One Trump-nominated sex criminal down...
@anonymous 

https://anonymous",#BREAKING: There is support from Trump-nominated Attorney General Pam Bondi on the President-Elect releasing almost all the names in the Jeffrey Epstein list‼️ Citing that anyone fighting to keep themselves private has “no legal basis to do so”‼️🚨😱🍿,
Trump,trump-proofing,variant,2,NY Legislative leaders aren’t yet “Trump-proofing” like their counterparts in CA https://anonymous,Trump-proofing the states is a thing,
Trump,trump-tainted,variant,2,"In the spirit of fair play, it was about time to reach across the aisle to congratulate the Trump-tainted twits on their messiah's Second Coming.","In the spirit of fair play, it was about time to reach across the aisle to congratulate the Trump-tainted twits on their messiah's Second Coming.",
